,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
207,102,Series 1,Episode 4: Down an octave. (18 August 2015),Team: Get to 11 points as fast as possible.,Roisin Conaty,2
208,103,Series 1,Episode 4: Down an octave. (18 August 2015),Team: Get to 11 points as fast as possible.,Romesh Ranganathan,2
209,104,Series 1,Episode 4: Down an octave. (18 August 2015),Team: Get to 11 points as fast as possible.,Tim Key,1
210,105,Series 1,Episode 4: Down an octave. (18 August 2015),Fill an egg cup with as many tears as possible.,Frank Skinner,5
211,106,Series 1,Episode 4: Down an octave. (18 August 2015),Fill an egg cup with as many tears as possible.,Josh Widdicombe,3
212,107,Series 1,Episode 4: Down an octave. (18 August 2015),Fill an egg cup with as many tears as possible.,Roisin Conaty,1
213,108,Series 1,Episode 4: Down an octave. (18 August 2015),Fill an egg cup with as many tears as possible.,Romesh Ranganathan,4
214,109,Series 1,Episode 4: Down an octave. (18 August 2015),Fill an egg cup with as many tears as possible.,Tim Key,1
215,110,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Frank Skinner,0
216,111,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Josh Widdicombe,1
217,112,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Roisin Conaty,0
218,113,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Romesh Ranganathan,0
219,114,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Tim Key,0
220,115,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Frank Skinner,1
221,116,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Josh Widdicombe,1
222,117,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Roisin Conaty,1
223,118,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Romesh Ranganathan,1
224,119,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Tim Key,1
225,120,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Frank Skinner,4
226,121,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Josh Widdicombe,5
227,122,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Roisin Conaty,1
228,123,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Romesh Ranganathan,3
229,124,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Tim Key,2
230,125,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Frank Skinner,4
231,126,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Josh Widdicombe,5
232,127,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Roisin Conaty,1
233,128,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Romesh Ranganathan,2
234,129,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Tim Key,3
235,130,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Frank Skinner,3
236,131,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Josh Widdicombe,5
237,132,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Roisin Conaty,2
238,133,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Romesh Ranganathan,4
239,134,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Tim Key,1
240,135,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Frank Skinner,2
241,136,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Josh Widdicombe,0
242,137,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Roisin Conaty,0
243,138,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Romesh Ranganathan,0
244,139,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Tim Key,2
245,140,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Frank Skinner,3
246,141,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Josh Widdicombe,1
247,142,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Roisin Conaty,5
248,143,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Romesh Ranganathan,4
249,144,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Tim Key,2
250,145,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Frank Skinner,4
251,146,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Josh Widdicombe,2
252,147,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Roisin Conaty,5
253,148,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Romesh Ranganathan,3
254,149,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Tim Key,0
255,150,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Frank Skinner,2
256,151,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Josh Widdicombe,4
257,152,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Roisin Conaty,1
258,153,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Romesh Ranganathan,3
259,154,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Tim Key,5
260,155,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Frank Skinner,4
261,156,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Josh Widdicombe,2
262,157,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Roisin Conaty,5
263,158,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Romesh Ranganathan,1
264,159,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Tim Key,3
265,160,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Frank Skinner,2
266,161,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Josh Widdicombe,0
267,162,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Roisin Conaty,0
268,163,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Romesh Ranganathan,0
269,164,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Tim Key,2
270,165,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Frank Skinner,5
271,166,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Josh Widdicombe,1
272,167,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Roisin Conaty,1
273,168,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Romesh Ranganathan,4
274,169,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Tim Key,3
275,170,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Frank Skinner,3
276,171,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Josh Widdicombe,2
277,172,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Roisin Conaty,1
278,173,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Romesh Ranganathan,4
279,174,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Tim Key,5
280,0,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Prize: Nicest thing to put in your mouth.,Daisy May Cooper,5
281,1,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Prize: Nicest thing to put in your mouth.,Johnny Vegas,3
282,2,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Prize: Nicest thing to put in your mouth.,Katherine Parkinson,2
283,3,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Prize: Nicest thing to put in your mouth.,Mawaan Rizwan,1
284,4,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Prize: Nicest thing to put in your mouth.,Richard Herring,4
285,5,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Knock the coconut off its perch.,Daisy May Cooper,0
286,6,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Knock the coconut off its perch.,Johnny Vegas,0
287,7,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Knock the coconut off its perch.,Katherine Parkinson,0
288,8,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Knock the coconut off its perch.,Mawaan Rizwan,0
289,9,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Knock the coconut off its perch.,Richard Herring,0
290,10,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Make the largest object properly vanish. You may not use any editing trickery.,Daisy May Cooper,1
291,11,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Make the largest object properly vanish. You may not use any editing trickery.,Johnny Vegas,4
292,12,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Make the largest object properly vanish. You may not use any editing trickery.,Katherine Parkinson,3
293,13,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Make the largest object properly vanish. You may not use any editing trickery.,Mawaan Rizwan,5
294,14,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Make the largest object properly vanish. You may not use any editing trickery.,Richard Herring,3
295,15,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Land the most eggs in the pan. You may not throw any eggs. You may not leave the balcony. You may only use the contents of one box.,Daisy May Cooper,1
296,16,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Land the most eggs in the pan. You may not throw any eggs. You may not leave the balcony. You may only use the contents of one box.,Johnny Vegas,0
297,17,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Land the most eggs in the pan. You may not throw any eggs. You may not leave the balcony. You may only use the contents of one box.,Katherine Parkinson,0
298,18,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Land the most eggs in the pan. You may not throw any eggs. You may not leave the balcony. You may only use the contents of one box.,Mawaan Rizwan,0
299,19,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Land the most eggs in the pan. You may not throw any eggs. You may not leave the balcony. You may only use the contents of one box.,Richard Herring,0
300,20,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Live: Get the most balls of the same colour in your bucket using only the litter pickers. You must stay on your spot.,Daisy May Cooper,4
301,21,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Live: Get the most balls of the same colour in your bucket using only the litter pickers. You must stay on your spot.,Johnny Vegas,3
302,22,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Live: Get the most balls of the same colour in your bucket using only the litter pickers. You must stay on your spot.,Katherine Parkinson,1
303,23,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Live: Get the most balls of the same colour in your bucket using only the litter pickers. You must stay on your spot.,Mawaan Rizwan,2
304,24,Series 10,Episode 1: God's haemorrhoid. (15 October 2020),Live: Get the most balls of the same colour in your bucket using only the litter pickers. You must stay on your spot.,Richard Herring,5
305,25,Series 10,Episode 2: A documentary about a despot. (22 October 2020),Prize: Best thing with loads of holes in it.,Daisy May Cooper,2
306,26,Series 10,Episode 2: A documentary about a despot. (22 October 2020),Prize: Best thing with loads of holes in it.,Johnny Vegas,1
307,27,Series 10,Episode 2: A documentary about a despot. (22 October 2020),Prize: Best thing with loads of holes in it.,Katherine Parkinson,4
308,28,Series 10,Episode 2: A documentary about a despot. (22 October 2020),Prize: Best thing with loads of holes in it.,Mawaan Rizwan,5
